ID,CTYNAME,SEX,AGEGRP,IMPRACE,Asian,Black,Latino,Native American,Other,White,RESPOP,,
AF126,Anoka County,F,1,26,1,1,0,1,0,1,5,,
AF129,Anoka County,F,1,29,1,0,0,1,1,1,1,,
AF21,Anoka County,F,2,1,0,0,0,0,0,1,8826,,
AF22,Anoka County,F,2,2,0,1,0,0,0,0,844,,
AF23,Anoka County,F,2,3,0,0,0,1,0,0,60,,
AF24,Anoka County,F,2,4,1,0,0,0,0,0,645,,
AF25,Anoka County,F,2,5,0,0,0,0,1,0,2,,
AF26,Anoka County,F,2,6,0,0,0,0,0,0,262,,
AF27,Anoka County,F,2,7,0,0,0,1,0,1,86,,
AF28,Anoka County,F,2,8,1,0,0,0,0,1,175,,
AF29,Anoka County,F,2,9,0,0,0,0,1,1,2,,
AF210,Anoka County,F,2,10,0,1,0,1,0,0,7,,
AF211,Anoka County,F,2,11,1,1,0,0,0,0,11,,
AF212,Anoka County,F,2,12,0,1,0,0,1,0,1,,
AF213,Anoka County,F,2,13,1,0,0,1,0,0,2,,
AF215,Anoka County,F,2,15,1,0,0,0,1,0,2,,
AF216,Anoka County,F,2,16,0,1,0,1,0,1,31,,
AF217,Anoka County,F,2,17,1,1,0,0,0,1,4,,
AF218,Anoka County,F,2,18,0,1,0,0,1,1,2,,
AF219,Anoka County,F,2,19,0,0,0,1,0,1,4,,
AF220,Anoka County,F,2,20,0,0,0,1,1,1,1,,
AF221,Anoka County,F,2,21,1,0,0,0,1,1,1,,
AF226,Anoka County,F,2,26,1,1,0,1,0,1,2,,
AF31,Anoka County,F,3,1,0,0,0,0,0,1,9279,,
AF32,Anoka County,F,3,2,0,1,0,0,0,0,729,,
AF33,Anoka County,F,3,3,0,0,0,1,0,0,99,,
AF34,Anoka County,F,3,4,1,0,0,0,0,0,570,,
AF35,Anoka County,F,3,5,0,0,0,0,1,0,4,,
AF36,Anoka County,F,3,6,0,0,0,0,0,0,270,,
AF37,Anoka County,F,3,7,0,0,0,1,0,1,86,,
AF38,Anoka County,F,3,8,1,0,0,0,0,1,132,,
AF39,Anoka County,F,3,9,0,0,0,0,1,1,3,,
AF310,Anoka County,F,3,10,0,1,0,1,0,0,10,,
AF311,Anoka County,F,3,11,1,1,0,0,0,0,9,,
AF313,Anoka County,F,3,13,1,0,0,1,0,0,4,,
AF315,Anoka County,F,3,15,1,0,0,0,1,0,1,,
AF316,Anoka County,F,3,16,0,1,0,1,0,1,31,,
AF317,Anoka County,F,3,17,1,1,0,0,0,1,4,,
AF319,Anoka County,F,3,19,0,0,0,1,0,1,3,,
AF320,Anoka County,F,3,20,0,0,0,1,1,1,2,,
AF329,Anoka County,F,3,29,1,0,0,1,1,1,1,,
AF41,Anoka County,F,4,1,0,0,0,0,0,1,9307,,
AF42,Anoka County,F,4,2,0,1,0,0,0,0,618,,
AF43,Anoka County,F,4,3,0,0,0,1,0,0,90,,
AF44,Anoka County,F,4,4,1,0,0,0,0,0,484,,
AF45,Anoka County,F,4,5,0,0,0,0,1,0,3,,
AF46,Anoka County,F,4,6,0,0,0,0,0,0,178,,
AF47,Anoka County,F,4,7,0,0,0,1,0,1,102,,
AF48,Anoka County,F,4,8,1,0,0,0,0,1,78,,
AF49,Anoka County,F,4,9,0,0,0,0,1,1,6,,
AF410,Anoka County,F,4,10,0,1,0,1,0,0,11,,
AF411,Anoka County,F,4,11,1,1,0,0,0,0,3,,
AF412,Anoka County,F,4,12,0,1,0,0,1,0,1,,
AF413,Anoka County,F,4,13,1,0,0,1,0,0,1,,
AF415,Anoka County,F,4,15,1,0,0,0,1,0,3,,
AF416,Anoka County,F,4,16,0,1,0,1,0,1,33,,
AF417,Anoka County,F,4,17,1,1,0,0,0,1,1,,
AF418,Anoka County,F,4,18,0,1,0,0,1,1,1,,
AF419,Anoka County,F,4,19,0,0,0,1,0,1,8,,
AF421,Anoka County,F,4,21,1,0,0,0,1,1,5,,
AF422,Anoka County,F,4,22,1,1,0,1,0,0,1,,
AF426,Anoka County,F,4,26,1,1,0,1,0,1,2,,
AF51,Anoka County,F,5,1,0,0,0,0,0,1,7335,,
AF52,Anoka County,F,5,2,0,1,0,0,0,0,461,,
AF53,Anoka County,F,5,3,0,0,0,1,0,0,71,,
AF54,Anoka County,F,5,4,1,0,0,0,0,0,466,,
AF55,Anoka County,F,5,5,0,0,0,0,1,0,5,,
AF56,Anoka County,F,5,6,0,0,0,0,0,0,80,,
AF57,Anoka County,F,5,7,0,0,0,1,0,1,67,,
AF58,Anoka County,F,5,8,1,0,0,0,0,1,57,,
AF59,Anoka County,F,5,9,0,0,0,0,1,1,1,,
AF510,Anoka County,F,5,10,0,1,0,1,0,0,6,,
AF511,Anoka County,F,5,11,1,1,0,0,0,0,2,,
AF516,Anoka County,F,5,16,0,1,0,1,0,1,11,,
AF517,Anoka County,F,5,17,1,1,0,0,0,1,2,,
AF519,Anoka County,F,5,19,0,0,0,1,0,1,2,,
AF521,Anoka County,F,5,21,1,0,0,0,1,1,2,,
AF526,Anoka County,F,5,26,1,1,0,1,0,1,1,,
AF61,Anoka County,F,6,1,0,0,0,0,0,1,8733,,
AF62,Anoka County,F,6,2,0,1,0,0,0,0,574,,
AF63,Anoka County,F,6,3,0,0,0,1,0,0,55,,
AF64,Anoka County,F,6,4,1,0,0,0,0,0,654,,
AF65,Anoka County,F,6,5,0,0,0,0,1,0,7,,
AF66,Anoka County,F,6,6,0,0,0,0,0,0,59,,
AF67,Anoka County,F,6,7,0,0,0,1,0,1,66,,
AF68,Anoka County,F,6,8,1,0,0,0,0,1,47,,
AF69,Anoka County,F,6,9,0,0,0,0,1,1,2,,
AF610,Anoka County,F,6,10,0,1,0,1,0,0,6,,
AF611,Anoka County,F,6,11,1,1,0,0,0,0,1,,
AF612,Anoka County,F,6,12,0,1,0,0,1,0,1,,
AF615,Anoka County,F,6,15,1,0,0,0,1,0,3,,
AF616,Anoka County,F,6,16,0,1,0,1,0,1,12,,
AF617,Anoka County,F,6,17,1,1,0,0,0,1,1,,
AF618,Anoka County,F,6,18,0,1,0,0,1,1,2,,
AF626,Anoka County,F,6,26,1,1,0,1,0,1,2,,
AF71,Anoka County,F,7,1,0,0,0,0,0,1,8856,,
AF72,Anoka County,F,7,2,0,1,0,0,0,0,612,,
AF73,Anoka County,F,7,3,0,0,0,1,0,0,51,,
AF74,Anoka County,F,7,4,1,0,0,0,0,0,645,,
AF75,Anoka County,F,7,5,0,0,0,0,1,0,2,,
AF76,Anoka County,F,7,6,0,0,0,0,0,0,46,,
AF77,Anoka County,F,7,7,0,0,0,1,0,1,51,,
AF78,Anoka County,F,7,8,1,0,0,0,0,1,42,,
AF79,Anoka County,F,7,9,0,0,0,0,1,1,4,,
AF710,Anoka County,F,7,10,0,1,0,1,0,0,2,,
AF711,Anoka County,F,7,11,1,1,0,0,0,0,3,,
AF712,Anoka County,F,7,12,0,1,0,0,1,0,3,,
AF713,Anoka County,F,7,13,1,0,0,1,0,0,1,,
AF715,Anoka County,F,7,15,1,0,0,0,1,0,3,,
AF716,Anoka County,F,7,16,0,1,0,1,0,1,15,,
AF721,Anoka County,F,7,21,1,0,0,0,1,1,1,,
AF722,Anoka County,F,7,22,1,1,0,1,0,0,1,,
AF724,Anoka County,F,7,24,1,1,0,0,1,0,1,,
AF81,Anoka County,F,8,1,0,0,0,0,0,1,9349,,
AF82,Anoka County,F,8,2,0,1,0,0,0,0,621,,
AF83,Anoka County,F,8,3,0,0,0,1,0,0,85,,
AF84,Anoka County,F,8,4,1,0,0,0,0,0,643,,
AF85,Anoka County,F,8,5,0,0,0,0,1,0,1,,
AF86,Anoka County,F,8,6,0,0,0,0,0,0,20,,
AF87,Anoka County,F,8,7,0,0,0,1,0,1,68,,
AF88,Anoka County,F,8,8,1,0,0,0,0,1,50,,
AF810,Anoka County,F,8,10,0,1,0,1,0,0,2,,
AF811,Anoka County,F,8,11,1,1,0,0,0,0,5,,
AF813,Anoka County,F,8,13,1,0,0,1,0,0,4,,
AF815,Anoka County,F,8,15,1,0,0,0,1,0,2,,
AF816,Anoka County,F,8,16,0,1,0,1,0,1,5,,
AF820,Anoka County,F,8,20,0,0,0,1,1,1,2,,
AF822,Anoka County,F,8,22,1,1,0,1,0,0,1,,
AF91,Anoka County,F,9,1,0,0,0,0,0,1,11182,,
AF92,Anoka County,F,9,2,0,1,0,0,0,0,510,,
AF93,Anoka County,F,9,3,0,0,0,1,0,0,79,,
AF94,Anoka County,F,9,4,1,0,0,0,0,0,494,,
AF95,Anoka County,F,9,5,0,0,0,0,1,0,4,,
AF96,Anoka County,F,9,6,0,0,0,0,0,0,22,,
AF97,Anoka County,F,9,7,0,0,0,1,0,1,66,,
AF98,Anoka County,F,9,8,1,0,0,0,0,1,30,,
AF99,Anoka County,F,9,9,0,0,0,0,1,1,2,,
AF910,Anoka County,F,9,10,0,1,0,1,0,0,2,,
AF911,Anoka County,F,9,11,1,1,0,0,0,0,4,,
AF912,Anoka County,F,9,12,0,1,0,0,1,0,1,,
AF915,Anoka County,F,9,15,1,0,0,0,1,0,1,,
AF916,Anoka County,F,9,16,0,1,0,1,0,1,6,,
AF919,Anoka County,F,9,19,0,0,0,1,0,1,1,,
AF922,Anoka County,F,9,22,1,1,0,1,0,0,1,,
AF931,Anoka County,F,9,31,1,1,0,1,1,1,1,,
AF101,Anoka County,F,10,1,0,0,0,0,0,1,13359,,
AF102,Anoka County,F,10,2,0,1,0,0,0,0,344,,
AF103,Anoka County,F,10,3,0,0,0,1,0,0,102,,
AF104,Anoka County,F,10,4,1,0,0,0,0,0,380,,
AF105,Anoka County,F,10,5,0,0,0,0,1,0,5,,
AF106,Anoka County,F,10,6,0,0,0,0,0,0,7,,
AF107,Anoka County,F,10,7,0,0,0,1,0,1,58,,
AF108,Anoka County,F,10,8,1,0,0,0,0,1,29,,
AF109,Anoka County,F,10,9,0,0,0,0,1,1,4,,
AF1010,Anoka County,F,10,10,0,1,0,1,0,0,2,,
AF1011,Anoka County,F,10,11,1,1,0,0,0,0,1,,
AF1012,Anoka County,F,10,12,0,1,0,0,1,0,2,,
AF1013,Anoka County,F,10,13,1,0,0,1,0,0,2,,
AF1015,Anoka County,F,10,15,1,0,0,0,1,0,1,,
AF1016,Anoka County,F,10,16,0,1,0,1,0,1,2,,
AF1018,Anoka County,F,10,18,0,1,0,0,1,1,1,,
AF1019,Anoka County,F,10,19,0,0,0,1,0,1,2,,
AF1026,Anoka County,F,10,26,1,1,0,1,0,1,2,,
AF111,Anoka County,F,11,1,0,0,0,0,0,1,12172,,
AF112,Anoka County,F,11,2,0,1,0,0,0,0,275,,
AF113,Anoka County,F,11,3,0,0,0,1,0,0,79,,
AF114,Anoka County,F,11,4,1,0,0,0,0,0,313,,
AF115,Anoka County,F,11,5,0,0,0,0,1,0,1,,
AF116,Anoka County,F,11,6,0,0,0,0,0,0,4,,
AF117,Anoka County,F,11,7,0,0,0,1,0,1,50,,
AF118,Anoka County,F,11,8,1,0,0,0,0,1,16,,
AF1110,Anoka County,F,11,10,0,1,0,1,0,0,5,,
AF1116,Anoka County,F,11,16,0,1,0,1,0,1,1,,
AF1119,Anoka County,F,11,19,0,0,0,1,0,1,1,,
AF121,Anoka County,F,12,1,0,0,0,0,0,1,9945,,
AF122,Anoka County,F,12,2,0,1,0,0,0,0,204,,
AF123,Anoka County,F,12,3,0,0,0,1,0,0,56,,
AF124,Anoka County,F,12,4,1,0,0,0,0,0,274,,
AF125,Anoka County,F,12,5,0,0,0,0,1,0,3,,
AF126,Anoka County,F,12,6,0,0,0,0,0,0,4,,
AF127,Anoka County,F,12,7,0,0,0,1,0,1,39,,
AF128,Anoka County,F,12,8,1,0,0,0,0,1,13,,
AF129,Anoka County,F,12,9,0,0,0,0,1,1,1,,
AF1210,Anoka County,F,12,10,0,1,0,1,0,0,4,,
AF1212,Anoka County,F,12,12,0,1,0,0,1,0,1,,
AF1213,Anoka County,F,12,13,1,0,0,1,0,0,2,,
AF1217,Anoka County,F,12,17,1,1,0,0,0,1,1,,
AF1221,Anoka County,F,12,21,1,0,0,0,1,1,1,,
AF1222,Anoka County,F,12,22,1,1,0,1,0,0,2,,
AF1224,Anoka County,F,12,24,1,1,0,0,1,0,1,,
AF131,Anoka County,F,13,1,0,0,0,0,0,1,8231,,
AF132,Anoka County,F,13,2,0,1,0,0,0,0,142,,
AF133,Anoka County,F,13,3,0,0,0,1,0,0,56,,
AF134,Anoka County,F,13,4,1,0,0,0,0,0,181,,
AF135,Anoka County,F,13,5,0,0,0,0,1,0,2,,
AF136,Anoka County,F,13,6,0,0,0,0,0,0,1,,
AF137,Anoka County,F,13,7,0,0,0,1,0,1,36,,
AF138,Anoka County,F,13,8,1,0,0,0,0,1,6,,
AF1310,Anoka County,F,13,10,0,1,0,1,0,0,1,,
AF1312,Anoka County,F,13,12,0,1,0,0,1,0,1,,
AF1315,Anoka County,F,13,15,1,0,0,0,1,0,2,,
AF1331,Anoka County,F,13,31,1,1,0,1,1,1,1,,
AF141,Anoka County,F,14,1,0,0,0,0,0,1,5681,,
AF142,Anoka County,F,14,2,0,1,0,0,0,0,88,,
AF143,Anoka County,F,14,3,0,0,0,1,0,0,26,,
AF144,Anoka County,F,14,4,1,0,0,0,0,0,128,,
AF145,Anoka County,F,14,5,0,0,0,0,1,0,2,,
AF146,Anoka County,F,14,6,0,0,0,0,0,0,1,,
AF147,Anoka County,F,14,7,0,0,0,1,0,1,23,,
AF148,Anoka County,F,14,8,1,0,0,0,0,1,5,,
AF1411,Anoka County,F,14,11,1,1,0,0,0,0,2,,
AF1416,Anoka County,F,14,16,0,1,0,1,0,1,1,,
AF1417,Anoka County,F,14,17,1,1,0,0,0,1,1,,
AF151,Anoka County,F,15,1,0,0,0,0,0,1,4035,,
AF152,Anoka County,F,15,2,0,1,0,0,0,0,50,,
AF153,Anoka County,F,15,3,0,0,0,1,0,0,21,,
AF154,Anoka County,F,15,4,1,0,0,0,0,0,80,,
AF155,Anoka County,F,15,5,0,0,0,0,1,0,1,,
AF157,Anoka County,F,15,7,0,0,0,1,0,1,8,,
AF1513,Anoka County,F,15,13,1,0,0,1,0,0,1,,
AF1530,Anoka County,F,15,30,1,1,0,1,1,0,2,,
AF161,Anoka County,F,16,1,0,0,0,0,0,1,3020,,
AF162,Anoka County,F,16,2,0,1,0,0,0,0,38,,
AF163,Anoka County,F,16,3,0,0,0,1,0,0,9,,
AF164,Anoka County,F,16,4,1,0,0,0,0,0,62,,
AF165,Anoka County,F,16,5,0,0,0,0,1,0,1,,
AF167,Anoka County,F,16,7,0,0,0,1,0,1,9,,
AF168,Anoka County,F,16,8,1,0,0,0,0,1,2,,
AF1615,Anoka County,F,16,15,1,0,0,0,1,0,1,,
AF1622,Anoka County,F,16,22,1,1,0,1,0,0,1,,
AF1628,Anoka County,F,16,28,1,1,0,0,1,1,1,,
AF171,Anoka County,F,17,1,0,0,0,0,0,1,2148,,
AF172,Anoka County,F,17,2,0,1,0,0,0,0,19,,
AF173,Anoka County,F,17,3,0,0,0,1,0,0,8,,
AF174,Anoka County,F,17,4,1,0,0,0,0,0,54,,
AF176,Anoka County,F,17,6,0,0,0,0,0,0,1,,
AF177,Anoka County,F,17,7,0,0,0,1,0,1,3,,
AF178,Anoka County,F,17,8,1,0,0,0,0,1,3,,
AF181,Anoka County,F,18,1,0,0,0,0,0,1,2073,,
AF182,Anoka County,F,18,2,0,1,0,0,0,0,11,,
AF183,Anoka County,F,18,3,0,0,0,1,0,0,2,,
AF184,Anoka County,F,18,4,1,0,0,0,0,0,39,,
AF187,Anoka County,F,18,7,0,0,0,1,0,1,5,,
AF189,Anoka County,F,18,9,0,0,0,0,1,1,1,,
AF11,Anoka County,F,1,1,0,0,1,0,0,1,703,,
AF12,Anoka County,F,1,2,0,1,1,0,0,0,24,,
AF13,Anoka County,F,1,3,0,0,1,1,0,0,46,,
AF14,Anoka County,F,1,4,1,0,1,0,0,0,4,,
AF15,Anoka County,F,1,5,0,0,1,0,1,0,1,,
AF16,Anoka County,F,1,6,0,0,1,0,0,0,24,,
AF17,Anoka County,F,1,7,0,0,1,1,0,1,17,,
AF18,Anoka County,F,1,8,1,0,1,0,0,1,8,,
AF19,Anoka County,F,1,9,0,0,1,0,1,1,1,,
AF110,Anoka County,F,1,10,0,1,1,1,0,0,3,,
AF111,Anoka County,F,1,11,1,1,1,0,0,0,2,,
AF116,Anoka County,F,1,16,0,1,1,1,0,1,4,,
AF117,Anoka County,F,1,17,1,1,1,0,0,1,1,,
AF121,Anoka County,F,1,21,1,0,1,0,1,1,2,,
AF21,Anoka County,F,2,1,0,0,1,0,0,1,589,,
AF22,Anoka County,F,2,2,0,1,1,0,0,0,36,,
AF23,Anoka County,F,2,3,0,0,1,1,0,0,37,,
AF24,Anoka County,F,2,4,1,0,1,0,0,0,10,,
AF25,Anoka County,F,2,5,0,0,1,0,1,0,3,,
AF26,Anoka County,F,2,6,0,0,1,0,0,0,23,,
AF27,Anoka County,F,2,7,0,0,1,1,0,1,16,,
AF28,Anoka County,F,2,8,1,0,1,0,0,1,10,,
AF29,Anoka County,F,2,9,0,0,1,0,1,1,3,,
AF210,Anoka County,F,2,10,0,1,1,1,0,0,4,,
AF211,Anoka County,F,2,11,1,1,1,0,0,0,2,,
AF216,Anoka County,F,2,16,0,1,1,1,0,1,4,,
AF217,Anoka County,F,2,17,1,1,1,0,0,1,2,,
AF226,Anoka County,F,2,26,1,1,1,1,0,1,1,,
AF31,Anoka County,F,3,1,0,0,1,0,0,1,486,,
AF32,Anoka County,F,3,2,0,1,1,0,0,0,22,,
AF33,Anoka County,F,3,3,0,0,1,1,0,0,18,,
AF34,Anoka County,F,3,4,1,0,1,0,0,0,9,,
AF35,Anoka County,F,3,5,0,0,1,0,1,0,2,,
AF36,Anoka County,F,3,6,0,0,1,0,0,0,23,,
AF37,Anoka County,F,3,7,0,0,1,1,0,1,15,,
AF38,Anoka County,F,3,8,1,0,1,0,0,1,5,,
AF39,Anoka County,F,3,9,0,0,1,0,1,1,1,,
AF310,Anoka County,F,3,10,0,1,1,1,0,0,4,,
AF311,Anoka County,F,3,11,1,1,1,0,0,0,1,,
AF312,Anoka County,F,3,12,0,1,1,0,1,0,1,,
AF316,Anoka County,F,3,16,0,1,1,1,0,1,5,,
AF317,Anoka County,F,3,17,1,1,1,0,0,1,1,,
AF41,Anoka County,F,4,1,0,0,1,0,0,1,431,,
AF42,Anoka County,F,4,2,0,1,1,0,0,0,17,,
AF43,Anoka County,F,4,3,0,0,1,1,0,0,28,,
AF44,Anoka County,F,4,4,1,0,1,0,0,0,3,,
AF45,Anoka County,F,4,5,0,0,1,0,1,0,2,,
AF46,Anoka County,F,4,6,0,0,1,0,0,0,13,,
AF47,Anoka County,F,4,7,0,0,1,1,0,1,18,,
AF48,Anoka County,F,4,8,1,0,1,0,0,1,4,,
AF410,Anoka County,F,4,10,0,1,1,1,0,0,2,,
AF411,Anoka County,F,4,11,1,1,1,0,0,0,1,,
AF416,Anoka County,F,4,16,0,1,1,1,0,1,2,,
AF421,Anoka County,F,4,21,1,0,1,0,1,1,1,,
AF51,Anoka County,F,5,1,0,0,1,0,0,1,307,,
AF52,Anoka County,F,5,2,0,1,1,0,0,0,10,,
AF53,Anoka County,F,5,3,0,0,1,1,0,0,17,,
AF54,Anoka County,F,5,4,1,0,1,0,0,0,6,,
AF56,Anoka County,F,5,6,0,0,1,0,0,0,11,,
AF57,Anoka County,F,5,7,0,0,1,1,0,1,8,,
AF58,Anoka County,F,5,8,1,0,1,0,0,1,3,,
AF511,Anoka County,F,5,11,1,1,1,0,0,0,1,,
AF61,Anoka County,F,6,1,0,0,1,0,0,1,410,,
AF62,Anoka County,F,6,2,0,1,1,0,0,0,10,,
AF63,Anoka County,F,6,3,0,0,1,1,0,0,23,,
AF64,Anoka County,F,6,4,1,0,1,0,0,0,2,,
AF65,Anoka County,F,6,5,0,0,1,0,1,0,1,,
AF66,Anoka County,F,6,6,0,0,1,0,0,0,8,,
AF67,Anoka County,F,6,7,0,0,1,1,0,1,4,,
AF68,Anoka County,F,6,8,1,0,1,0,0,1,2,,
AF69,Anoka County,F,6,9,0,0,1,0,1,1,4,,
AF611,Anoka County,F,6,11,1,1,1,0,0,0,1,,
AF616,Anoka County,F,6,16,0,1,1,1,0,1,1,,
AF626,Anoka County,F,6,26,1,1,1,1,0,1,1,,
AF71,Anoka County,F,7,1,0,0,1,0,0,1,453,,
AF72,Anoka County,F,7,2,0,1,1,0,0,0,24,,
AF73,Anoka County,F,7,3,0,0,1,1,0,0,22,,
AF74,Anoka County,F,7,4,1,0,1,0,0,0,4,,
AF75,Anoka County,F,7,5,0,0,1,0,1,0,1,,
AF76,Anoka County,F,7,6,0,0,1,0,0,0,8,,
AF77,Anoka County,F,7,7,0,0,1,1,0,1,19,,
AF78,Anoka County,F,7,8,1,0,1,0,0,1,3,,
AF79,Anoka County,F,7,9,0,0,1,0,1,1,1,,
AF711,Anoka County,F,7,11,1,1,1,0,0,0,2,,
AF81,Anoka County,F,8,1,0,0,1,0,0,1,403,,
AF82,Anoka County,F,8,2,0,1,1,0,0,0,14,,
AF83,Anoka County,F,8,3,0,0,1,1,0,0,22,,
AF84,Anoka County,F,8,4,1,0,1,0,0,0,9,,
AF85,Anoka County,F,8,5,0,0,1,0,1,0,1,,
AF86,Anoka County,F,8,6,0,0,1,0,0,0,6,,
AF87,Anoka County,F,8,7,0,0,1,1,0,1,7,,
AF810,Anoka County,F,8,10,0,1,1,1,0,0,3,,
AF816,Anoka County,F,8,16,0,1,1,1,0,1,2,,
AF817,Anoka County,F,8,17,1,1,1,0,0,1,1,,
AF91,Anoka County,F,9,1,0,0,1,0,0,1,308,,
AF92,Anoka County,F,9,2,0,1,1,0,0,0,17,,
AF93,Anoka County,F,9,3,0,0,1,1,0,0,12,,
AF94,Anoka County,F,9,4,1,0,1,0,0,0,6,,
AF95,Anoka County,F,9,5,0,0,1,0,1,0,1,,
AF96,Anoka County,F,9,6,0,0,1,0,0,0,4,,
AF97,Anoka County,F,9,7,0,0,1,1,0,1,3,,
AF98,Anoka County,F,9,8,1,0,1,0,0,1,5,,
AF910,Anoka County,F,9,10,0,1,1,1,0,0,2,,
AF912,Anoka County,F,9,12,0,1,1,0,1,0,1,,
AF916,Anoka County,F,9,16,0,1,1,1,0,1,2,,
AF917,Anoka County,F,9,17,1,1,1,0,0,1,1,,
AF926,Anoka County,F,9,26,1,1,1,1,0,1,1,,
AF101,Anoka County,F,10,1,0,0,1,0,0,1,230,,
AF102,Anoka County,F,10,2,0,1,1,0,0,0,7,,
AF103,Anoka County,F,10,3,0,0,1,1,0,0,7,,
AF104,Anoka County,F,10,4,1,0,1,0,0,0,4,,
AF106,Anoka County,F,10,6,0,0,1,0,0,0,2,,
AF107,Anoka County,F,10,7,0,0,1,1,0,1,3,,
AF1016,Anoka County,F,10,16,0,1,1,1,0,1,1,,
AF1017,Anoka County,F,10,17,1,1,1,0,0,1,1,,
AF111,Anoka County,F,11,1,0,0,1,0,0,1,169,,
AF112,Anoka County,F,11,2,0,1,1,0,0,0,8,,
AF113,Anoka County,F,11,3,0,0,1,1,0,0,6,,
AF114,Anoka County,F,11,4,1,0,1,0,0,0,4,,
AF116,Anoka County,F,11,6,0,0,1,0,0,0,3,,
AF117,Anoka County,F,11,7,0,0,1,1,0,1,1,,
AF118,Anoka County,F,11,8,1,0,1,0,0,1,2,,
AF1110,Anoka County,F,11,10,0,1,1,1,0,0,1,,
AF1116,Anoka County,F,11,16,0,1,1,1,0,1,2,,
AF1121,Anoka County,F,11,21,1,0,1,0,1,1,1,,
AF121,Anoka County,F,12,1,0,0,1,0,0,1,138,,
AF122,Anoka County,F,12,2,0,1,1,0,0,0,6,,
AF123,Anoka County,F,12,3,0,0,1,1,0,0,2,,
AF124,Anoka County,F,12,4,1,0,1,0,0,0,2,,
AF126,Anoka County,F,12,6,0,0,1,0,0,0,1,,
AF127,Anoka County,F,12,7,0,0,1,1,0,1,2,,
AF1216,Anoka County,F,12,16,0,1,1,1,0,1,1,,
AF131,Anoka County,F,13,1,0,0,1,0,0,1,78,,
AF132,Anoka County,F,13,2,0,1,1,0,0,0,2,,
AF134,Anoka County,F,13,4,1,0,1,0,0,0,3,,
AF135,Anoka County,F,13,5,0,0,1,0,1,0,2,,
AF1321,Anoka County,F,13,21,1,0,1,0,1,1,1,,
AF141,Anoka County,F,14,1,0,0,1,0,0,1,45,,
AF142,Anoka County,F,14,2,0,1,1,0,0,0,1,,
AF143,Anoka County,F,14,3,0,0,1,1,0,0,1,,
AF147,Anoka County,F,14,7,0,0,1,1,0,1,1,,
AF151,Anoka County,F,15,1,0,0,1,0,0,1,36,,
AF153,Anoka County,F,15,3,0,0,1,1,0,0,1,,
AF157,Anoka County,F,15,7,0,0,1,1,0,1,1,,
AF158,Anoka County,F,15,8,1,0,1,0,0,1,1,,
AF161,Anoka County,F,16,1,0,0,1,0,0,1,23,,
AF163,Anoka County,F,16,3,0,0,1,1,0,0,1,,
AF171,Anoka County,F,17,1,0,0,1,0,0,1,7,,
AF181,Anoka County,F,18,1,0,0,1,0,0,1,8,,
AF1831,Anoka County,F,18,31,1,1,1,1,1,1,1,,
HM11,Hennepin County,M,1,1,0,0,0,0,0,1,19940,,
HM12,Hennepin County,M,1,2,0,1,0,0,0,0,7340,,
HM13,Hennepin County,M,1,3,0,0,0,1,0,0,366,,
HM14,Hennepin County,M,1,4,1,0,0,0,0,0,3087,,
HM15,Hennepin County,M,1,5,0,0,0,0,1,0,18,,
HM16,Hennepin County,M,1,6,0,0,0,0,0,0,1301,,
HM17,Hennepin County,M,1,7,0,0,0,1,0,1,191,,
HM18,Hennepin County,M,1,8,1,0,0,0,0,1,814,,
HM19,Hennepin County,M,1,9,0,0,0,0,1,1,11,,
HM110,Hennepin County,M,1,10,0,1,0,1,0,0,121,,
HM111,Hennepin County,M,1,11,1,1,0,0,0,0,69,,
HM112,Hennepin County,M,1,12,0,1,0,0,1,0,11,,
HM113,Hennepin County,M,1,13,1,0,0,1,0,0,14,,
HM114,Hennepin County,M,1,14,0,0,0,1,1,0,1,,
HM115,Hennepin County,M,1,15,1,0,0,0,1,0,9,,
HM116,Hennepin County,M,1,16,0,1,0,1,0,1,172,,
HM117,Hennepin County,M,1,17,1,1,0,0,0,1,56,,
HM118,Hennepin County,M,1,18,0,1,0,0,1,1,3,,
HM119,Hennepin County,M,1,19,0,0,0,1,0,1,14,,
HM120,Hennepin County,M,1,20,0,0,0,1,1,1,1,,
HM121,Hennepin County,M,1,21,1,0,0,0,1,1,11,,
HM123,Hennepin County,M,1,23,0,1,0,1,1,0,1,,
HM124,Hennepin County,M,1,24,1,1,0,0,1,0,3,,
HM126,Hennepin County,M,1,26,1,1,0,1,0,1,11,,
HM127,Hennepin County,M,1,27,0,1,0,1,1,1,2,,
HM129,Hennepin County,M,1,29,1,0,0,1,1,1,1,,
HM131,Hennepin County,M,1,31,1,1,0,1,1,1,1,,
HM21,Hennepin County,M,2,1,0,0,0,0,0,1,20075,,
HM22,Hennepin County,M,2,2,0,1,0,0,0,0,6619,,
HM23,Hennepin County,M,2,3,0,0,0,1,0,0,318,,
HM24,Hennepin County,M,2,4,1,0,0,0,0,0,2833,,
HM25,Hennepin County,M,2,5,0,0,0,0,1,0,17,,
HM26,Hennepin County,M,2,6,0,0,0,0,0,0,1118,,
HM27,Hennepin County,M,2,7,0,0,0,1,0,1,181,,
HM28,Hennepin County,M,2,8,1,0,0,0,0,1,640,,
HM29,Hennepin County,M,2,9,0,0,0,0,1,1,20,,
HM210,Hennepin County,M,2,10,0,1,0,1,0,0,86,,
HM211,Hennepin County,M,2,11,1,1,0,0,0,0,72,,
